Latitude (decimal degrees):	42.218
Longitude (decimal degrees):	-8.762
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231125:1610,83.31,115.23,8.04,13.04,1.79,0.0
20231125:1710,0.0,0.0,0.0,12.15,1.1,0.0
20231125:1810,0.0,0.0,0.0,11.4,0.48,0.0
20231125:1910,0.0,0.0,0.0,11.08,0.83,0.0
20231125:2010,0.0,0.0,0.0,10.73,0.97,0.0
20231125:2110,0.0,0.0,0.0,10.42,0.97,0.0
20231125:2210,0.0,0.0,0.0,10.03,0.9,0.0
20231125:2310,0.0,0.0,0.0,9.77,0.76,0.0
20231126:0010,0.0,0.0,0.0,9.43,1.03,0.0
20231126:0110,0.0,0.0,0.0,6.99,1.45,0.0
20231126:0210,0.0,0.0,0.0,5.96,1.59,0.0
20231126:0310,0.0,0.0,0.0,5.54,1.66,0.0
20231126:0410,0.0,0.0,0.0,5.66,1.72,0.0
20231126:0510,0.0,0.0,0.0,5.78,1.93,0.0
20231126:0610,0.0,0.0,0.0,6.13,1.79,0.0
20231126:0710,0.0,0.0,0.0,6.51,1.93,0.0
20231126:0810,10.48,23.96,4.19,6.62,1.93,0.0
20231126:0910,64.73,90.98,12.83,7.87,1.59,0.0
20231126:1010,114.17,148.65,19.85,9.77,1.31,0.0
20231126:1110,123.04,160.48,24.69,11.31,0.69,0.0
20231126:1210,114.29,151.35,26.8,12.43,0.48,0.0
20231126:1310,122.32,160.78,25.92,13.03,0.9,0.0
20231126:1410,111.45,147.94,22.16,13.18,1.03,0.0
20231126:1510,111.23,147.11,15.97,13.16,1.17,0.0
20231126:1610,74.96,105.44,7.94,12.87,1.03,0.0
20231126:1710,0.0,0.0,0.0,12.36,0.97,0.0
20231126:1810,0.0,0.0,0.0,11.44,0.76,0.0
20231126:1910,0.0,0.0,0.0,12.02,0.41,0.0
20231126:2010,0.0,0.0,0.0,11.78,0.48,0.0
20231126:2110,0.0,0.0,0.0,11.3,0.83,0.0
20231126:2210,0.0,0.0,0.0,10.4,1.03,0.0
20231126:2310,0.0,0.0,0.0,9.73,1.17,0.0
20231127:0010,0.0,0.0,0.0,9.81,1.31,0.0
20231127:0110,0.0,0.0,0.0,10.33,1.72,0.0
20231127:0210,0.0,0.0,0.0,10.95,2.0,0.0
20231127:0310,0.0,0.0,0.0,11.15,2.0,0.0
20231127:0410,0.0,0.0,0.0,11.19,2.21,0.0
20231127:0510,0.0,0.0,0.0,11.15,2.76,0.0
20231127:0610,0.0,0.0,0.0,11.35,2.9,0.0
20231127:0710,0.0,0.0,0.0,12.03,3.1,0.0
20231127:0810,8.4,21.35,4.0,12.33,3.38,0.0
20231127:0910,47.91,72.55,12.63,12.66,3.59,0.0
20231127:1010,119.4,155.96,19.65,13.07,3.72,0.0
20231127:1110,139.09,179.12,24.49,13.71,4.07,0.0
20231127:1210,139.25,179.78,26.61,14.09,4.21,0.0
20231127:1310,152.53,194.93,25.75,14.32,4.28,0.0
20231127:1410,27.09,47.08,22.01,14.5,3.66,0.0
20231127:1510,131.87,171.16,15.85,14.77,3.03,0.0
20231127:1610,16.04,32.31,7.84,14.3,1.93,0.0
20231127:1710,0.0,0.0,0.0,13.83,1.52,0.0
20231127:1810,0.0,0.0,0.0,13.29,1.59,0.0
20231127:1910,0.0,0.0,0.0,12.95,0.28,0.0
20231127:2010,0.0,0.0,0.0,12.6,0.62,0.0
20231127:2110,0.0,0.0,0.0,12.77,0.55,0.0
20231127:2210,0.0,0.0,0.0,12.05,0.83,0.0
20231127:2310,0.0,0.0,0.0,11.57,1.1,0.0
20231128:0010,0.0,0.0,0.0,11.52,1.31,0.0
20231128:0110,0.0,0.0,0.0,11.79,1.59,0.0
20231128:0210,0.0,0.0,0.0,12.11,2.07,0.0
20231128:0310,0.0,0.0,0.0,12.29,2.21,0.0
20231128:0410,0.0,0.0,0.0,12.38,2.07,0.0
20231128:0510,0.0,0.0,0.0,12.4,2.14,0.0
20231128:0610,0.0,0.0,0.0,12.4,2.28,0.0
20231128:0710,0.0,0.0,0.0,12.91,2.41,0.0
20231128:0810,47.12,74.58,3.81,12.95,2.83,0.0
20231128:0910,64.7,92.66,12.44,13.05,3.24,0.0
20231128:1010,30.89,51.69,19.45,13.16,3.59,0.0
20231128:1110,44.98,69.23,24.29,13.29,3.86,0.0
20231128:1210,84.41,116.31,26.43,13.57,4.07,0.0
20231128:1310,17.43,34.15,25.58,13.94,4.62,0.0
20231128:1410,29.31,49.85,21.87,14.09,4.21,0.0
20231128:1510,55.51,82.23,15.74,14.25,3.93,0.0
20231128:1610,22.56,41.12,7.75,14.34,4.0,0.0
20231128:1710,0.0,0.0,0.0,14.34,4.21,0.0
20231128:1810,0.0,0.0,0.0,14.26,4.48,0.0
20231128:1910,0.0,0.0,0.0,14.13,5.1,0.0
20231128:2010,0.0,0.0,0.0,14.03,4.9,0.0
20231128:2110,0.0,0.0,0.0,14.0,4.62,0.0
20231128:2210,0.0,0.0,0.0,14.05,4.34,0.0
20231128:2310,0.0,0.0,0.0,14.12,4.48,0.0
20231129:0010,0.0,0.0,0.0,14.17,4.48,0.0
20231129:0110,0.0,0.0,0.0,14.15,4.69,0.0
20231129:0210,0.0,0.0,0.0,13.95,4.69,0.0
20231129:0310,0.0,0.0,0.0,13.67,4.48,0.0
20231129:0410,0.0,0.0,0.0,13.74,4.69,0.0
20231129:0510,0.0,0.0,0.0,13.94,4.41,0.0
20231129:0610,0.0,0.0,0.0,14.03,4.48,0.0
20231129:0710,0.0,0.0,0.0,14.62,5.52,0.0
20231129:0810,7.99,20.91,3.63,14.65,5.24,0.0
20231129:0910,11.48,25.85,12.25,14.84,5.03,0.0
20231129:1010,17.34,34.15,19.26,15.03,5.52,0.0
20231129:1110,40.17,63.69,24.1,15.06,6.55,0.0
20231129:1210,86.28,119.07,26.25,15.19,6.21,0.0
20231129:1310,45.42,70.15,25.43,14.97,6.34,0.0
20231129:1410,43.19,67.38,21.74,14.84,5.93,0.0
20231129:1510,60.2,87.91,15.63,14.87,5.72,0.0
20231129:1610,31.36,52.59,7.66,14.73,5.45,0.0
20231129:1710,0.0,0.0,0.0,14.62,4.55,0.0
20231129:1810,0.0,0.0,0.0,14.25,3.59,0.0
20231129:1910,0.0,0.0,0.0,14.18,3.79,0.0
20231129:2010,0.0,0.0,0.0,13.98,3.45,0.0
20231129:2110,0.0,0.0,0.0,13.73,3.38,0.0
20231129:2210,0.0,0.0,0.0,13.49,3.52,0.0
20231129:2310,0.0,0.0,0.0,13.19,3.45,0.0
20231130:0010,0.0,0.0,0.0,12.79,2.83,0.0
20231130:0110,0.0,0.0,0.0,12.45,2.21,0.0
20231130:0210,0.0,0.0,0.0,12.18,1.72,0.0
20231130:0310,0.0,0.0,0.0,11.89,2.14,0.0
20231130:0410,0.0,0.0,0.0,11.74,2.9,0.0
20231130:0510,0.0,0.0,0.0,11.31,3.1,0.0
20231130:0610,0.0,0.0,0.0,11.01,2.83,0.0
20231130:0710,0.0,0.0,0.0,10.67,1.66,0.0
20231130:0810,0.0,2.77,3.44,10.42,1.86,0.0
20231130:0910,17.75,34.15,12.06,10.38,2.28,0.0
20231130:1010,30.6,50.77,19.08,10.25,2.76,0.0
20231130:1110,46.43,70.15,23.92,10.03,2.62,0.0
20231130:1210,58.04,84.0,26.08,9.88,2.0,0.0
20231130:1310,71.3,99.69,25.28,10.28,2.55,0.0
20231130:1410,223.58,271.33,21.61,10.56,3.03,0.0
20231130:1510,449.39,531.45,15.53,10.55,3.38,0.0
20231130:1610,32.16,52.76,7.58,10.36,3.03,0.0
20231130:1710,0.0,0.0,0.0,9.89,2.62,0.0
20231130:1810,0.0,0.0,0.0,9.5,2.41,0.0
20231130:1910,0.0,0.0,0.0,9.46,2.0,0.0
20231130:2010,0.0,0.0,0.0,8.94,1.72,0.0
20231130:2110,0.0,0.0,0.0,8.44,1.66,0.0
20231130:2210,0.0,0.0,0.0,8.23,1.52,0.0
20231130:2310,0.0,0.0,0.0,7.87,1.93,0.0
20231201:0010,0.0,0.0,0.0,7.65,2.62,0.0
20231201:0110,0.0,0.0,0.0,7.89,3.03,0.0
20231201:0210,0.0,0.0,0.0,8.2,3.52,0.0
20231201:0310,0.0,0.0,0.0,8.25,3.45,0.0
20231201:0410,0.0,0.0,0.0,8.38,2.69,0.0
20231201:0510,0.0,0.0,0.0,8.15,2.0,0.0
20231201:0610,0.0,0.0,0.0,7.8,1.52,0.0
20231201:0710,0.0,0.0,0.0,7.77,1.79,0.0
20231201:0810,0.0,2.77,3.27,7.59,1.86,0.0
20231201:0910,189.89,233.04,11.88,8.54,1.66,0.0
20231201:1010,426.07,506.95,18.89,9.96,2.0,0.0
20231201:1110,645.36,774.17,23.74,10.48,3.03,0.0
20231201:1210,690.69,829.65,25.92,10.93,3.66,0.0
20231201:1310,670.29,803.43,25.13,10.97,3.66,0.0
20231201:1410,310.72,370.15,21.49,11.12,3.66,0.0
20231201:1510,201.08,245.66,15.43,11.08,3.93,0.0
20231201:1610,113.2,148.12,7.51,10.49,3.79,0.0
20231201:1710,0.0,0.0,0.0,10.01,3.52,0.0
20231201:1810,0.0,0.0,0.0,9.6,3.24,0.0
20231201:1910,0.0,0.0,0.0,9.11,2.76,0.0
20231201:2010,0.0,0.0,0.0,8.82,2.55,0.0
20231201:2110,0.0,0.0,0.0,8.4,2.34,0.0
20231201:2210,0.0,0.0,0.0,7.72,2.0,0.0
20231201:2310,0.0,0.0,0.0,7.07,1.72,0.0
20231202:0010,0.0,0.0,0.0,7.36,1.31,0.0
20231202:0110,0.0,0.0,0.0,7.52,1.1,0.0
20231202:0210,0.0,0.0,0.0,7.6,1.03,0.0
20231202:0310,0.0,0.0,0.0,7.41,1.03,0.0
20231202:0410,0.0,0.0,0.0,6.67,1.24,0.0
20231202:0510,0.0,0.0,0.0,6.16,1.38,0.0
20231202:0610,0.0,0.0,0.0,5.98,1.52,0.0
20231202:0710,0.0,0.0,0.0,5.58,1.72,0.0
20231202:0810,58.15,86.78,3.1,5.49,1.79,0.0
20231202:0910,347.6,411.91,11.71,6.75,1.66,0.0
20231202:1010,535.86,640.17,18.72,8.03,1.38,0.0
20231202:1110,631.37,776.34,23.57,9.45,0.83,0.0
20231202:1210,655.99,826.26,25.76,10.26,0.21,0.0
20231202:1310,514.68,629.85,24.99,10.9,0.62,0.0
20231202:1410,577.5,709.38,21.38,11.15,0.9,0.0
20231202:1510,460.74,559.09,15.35,11.11,0.9,0.0
20231202:1610,265.96,328.62,7.45,10.96,0.97,0.0
20231202:1710,0.0,0.0,0.0,10.19,0.83,0.0
20231202:1810,0.0,0.0,0.0,10.13,0.28,0.0
20231202:1910,0.0,0.0,0.0,8.18,1.45,0.0
20231202:2010,0.0,0.0,0.0,7.24,1.79,0.0
20231202:2110,0.0,0.0,0.0,6.49,2.0,0.0
20231202:2210,0.0,0.0,0.0,6.37,2.41,0.0
20231202:2310,0.0,0.0,0.0,7.16,2.83,0.0
20231203:0010,0.0,0.0,0.0,7.46,3.1,0.0
20231203:0110,0.0,0.0,0.0,8.12,3.31,0.0
20231203:0210,0.0,0.0,0.0,8.56,3.38,0.0
20231203:0310,0.0,0.0,0.0,8.8,3.59,0.0
20231203:0410,0.0,0.0,0.0,8.82,3.79,0.0
20231203:0510,0.0,0.0,0.0,8.87,4.14,0.0
20231203:0610,0.0,0.0,0.0,9.18,4.48,0.0
20231203:0710,0.0,0.0,0.0,9.48,5.38,0.0
20231203:0810,3.06,12.15,2.93,9.74,6.0,0.0
20231203:0910,122.25,156.71,11.54,10.27,6.62,0.0
20231203:1010,119.84,154.41,18.55,10.89,6.69,0.0
20231203:1110,138.75,176.28,23.41,11.56,7.93,0.0
20231203:1210,73.52,102.46,25.61,11.7,7.93,0.0
20231203:1310,40.82,63.69,24.86,12.0,8.28,0.0
20231203:1410,21.79,39.69,21.27,12.03,8.34,0.0
20231203:1510,31.89,52.61,15.26,11.96,9.17,0.0
20231203:1610,3.44,12.92,7.39,11.88,9.66,0.0
20231203:1710,0.0,0.0,0.0,11.6,9.52,0.0
20231203:1810,0.0,0.0,0.0,11.62,9.66,0.0
20231203:1910,0.0,0.0,0.0,11.78,9.59,0.0
20231203:2010,0.0,0.0,0.0,12.08,8.55,0.0
20231203:2110,0.0,0.0,0.0,12.19,6.34,0.0
20231203:2210,0.0,0.0,0.0,12.41,5.31,0.0
20231203:2310,0.0,0.0,0.0,12.12,5.66,0.0
20231204:0010,0.0,0.0,0.0,11.99,6.0,0.0
20231204:0110,0.0,0.0,0.0,12.02,6.0,0.0
20231204:0210,0.0,0.0,0.0,11.82,5.45,0.0
20231204:0310,0.0,0.0,0.0,11.5,5.52,0.0
20231204:0410,0.0,0.0,0.0,11.08,5.31,0.0
20231204:0510,0.0,0.0,0.0,10.75,5.38,0.0
20231204:0610,0.0,0.0,0.0,10.51,4.62,0.0
20231204:0710,0.0,0.0,0.0,10.55,5.31,0.0
20231204:0810,2.58,11.28,2.76,10.34,4.76,0.0
20231204:0910,77.96,106.98,11.37,10.51,4.14,0.0
20231204:1010,19.78,36.92,18.38,10.96,4.21,0.0
20231204:1110,15.62,31.38,23.25,11.59,3.86,0.0
20231204:1210,18.3,35.08,25.46,11.97,4.0,0.0
20231204:1310,82.13,112.61,24.74,11.55,4.76,0.0
20231204:1410,53.0,78.46,21.18,11.88,4.97,0.0
20231204:1510,189.13,232.44,15.19,11.74,4.83,0.0
20231204:1610,150.31,191.02,7.33,11.35,4.41,0.0
20231204:1710,0.0,0.0,0.0,10.73,3.59,0.0
20231204:1810,0.0,0.0,0.0,10.18,2.76,0.0
20231204:1910,0.0,0.0,0.0,9.77,2.55,0.0
20231204:2010,0.0,0.0,0.0,8.95,2.21,0.0
20231204:2110,0.0,0.0,0.0,8.01,1.93,0.0
20231204:2210,0.0,0.0,0.0,7.13,2.14,0.0
20231204:2310,0.0,0.0,0.0,6.28,2.21,0.0
20231205:0010,0.0,0.0,0.0,5.77,2.28,0.0
20231205:0110,0.0,0.0,0.0,5.11,2.0,0.0
20231205:0210,0.0,0.0,0.0,4.72,1.86,0.0
20231205:0310,0.0,0.0,0.0,4.84,1.93,0.0
20231205:0410,0.0,0.0,0.0,4.9,2.07,0.0
20231205:0510,0.0,0.0,0.0,4.9,2.48,0.0
20231205:0610,0.0,0.0,0.0,4.84,2.55,0.0
20231205:0710,0.0,0.0,0.0,5.47,2.55,0.0
20231205:0810,3.15,12.15,2.6,5.36,3.03,0.0
20231205:0910,102.38,132.32,11.21,5.64,3.31,0.0
20231205:1010,279.78,328.64,18.22,6.62,3.24,0.0
20231205:1110,210.56,253.97,23.1,7.81,3.17,0.0
20231205:1210,259.45,310.04,25.33,8.81,3.1,0.0
20231205:1310,365.3,431.56,24.63,9.57,3.1,0.0
20231205:1410,151.72,190.55,21.09,9.93,2.76,0.0
20231205:1510,54.34,79.58,15.12,10.11,2.48,0.0
20231205:1610,15.74,31.38,7.29,10.04,2.41,0.0
20231205:1710,0.0,0.0,0.0,9.57,2.14,0.0
20231205:1810,0.0,0.0,0.0,8.59,1.45,0.0
20231205:1910,0.0,0.0,0.0,8.63,0.97,0.0
20231205:2010,0.0,0.0,0.0,7.89,1.17,0.0
20231205:2110,0.0,0.0,0.0,7.63,1.17,0.0
20231205:2210,0.0,0.0,0.0,6.11,1.45,0.0
20231205:2310,0.0,0.0,0.0,4.27,1.86,0.0
20231206:0010,0.0,0.0,0.0,4.07,1.72,0.0
20231206:0110,0.0,0.0,0.0,2.96,2.0,0.0
20231206:0210,0.0,0.0,0.0,2.51,2.0,0.0
20231206:0310,0.0,0.0,0.0,2.3,2.28,0.0
20231206:0410,0.0,0.0,0.0,2.23,2.28,0.0
20231206:0510,0.0,0.0,0.0,2.45,2.55,0.0
20231206:0610,0.0,0.0,0.0,2.58,2.48,0.0
20231206:0710,0.0,0.0,0.0,2.95,2.34,0.0
20231206:0810,0.55,6.94,2.45,3.66,2.41,0.0
20231206:0910,31.34,50.77,11.05,5.54,2.62,0.0
20231206:1010,37.65,59.08,18.07,8.29,2.69,0.0
20231206:1110,73.0,101.54,22.96,10.17,3.38,0.0
20231206:1210,100.99,134.38,25.2,11.34,3.66,0.0
20231206:1310,283.44,339.41,24.52,11.51,4.28,0.0
20231206:1410,321.64,382.44,21.0,11.8,4.48,0.0
20231206:1510,77.21,106.67,15.06,11.83,4.55,0.0
20231206:1610,59.87,86.7,7.25,11.86,4.76,0.0
20231206:1710,0.0,0.0,0.0,11.64,4.76,0.0
20231206:1810,0.0,0.0,0.0,11.58,5.03,0.0
20231206:1910,0.0,0.0,0.0,10.97,5.03,0.0
20231206:2010,0.0,0.0,0.0,11.35,5.79,0.0
20231206:2110,0.0,0.0,0.0,11.51,6.55,0.0
20231206:2210,0.0,0.0,0.0,11.42,7.17,0.0
20231206:2310,0.0,0.0,0.0,10.94,7.31,0.0
20231207:0010,0.0,0.0,0.0,10.18,7.31,0.0
20231207:0110,0.0,0.0,0.0,10.28,7.79,0.0
20231207:0210,0.0,0.0,0.0,10.48,8.28,0.0
20231207:0310,0.0,0.0,0.0,11.0,8.62,0.0
20231207:0410,0.0,0.0,0.0,11.58,8.62,0.0
20231207:0510,0.0,0.0,0.0,12.14,8.14,0.0
20231207:0610,0.0,0.0,0.0,12.37,8.0,0.0
20231207:0710,0.0,0.0,0.0,12.65,8.07,0.0
20231207:0810,0.0,1.74,2.3,13.01,7.45,0.0
20231207:0910,45.99,70.29,10.9,13.43,6.83,0.0
20231207:1010,18.81,36.0,17.92,13.85,6.0,0.0
20231207:1110,16.74,33.23,22.82,14.23,5.72,0.0
20231207:1210,42.49,66.46,25.08,14.48,4.9,0.0
20231207:1310,49.23,74.77,24.42,14.55,4.14,0.0
20231207:1410,31.42,52.61,20.92,14.45,3.93,0.0
20231207:1510,32.15,53.54,15.01,14.37,3.45,0.0
20231207:1610,31.49,52.68,7.22,14.19,3.17,0.0
20231207:1710,0.0,0.0,0.0,13.78,3.1,0.0
20231207:1810,0.0,0.0,0.0,13.39,3.38,0.0
20231207:1910,0.0,0.0,0.0,13.17,3.93,0.0
20231207:2010,0.0,0.0,0.0,12.79,4.28,0.0
20231207:2110,0.0,0.0,0.0,11.93,5.17,0.0
20231207:2210,0.0,0.0,0.0,11.21,5.72,0.0
20231207:2310,0.0,0.0,0.0,10.74,6.34,0.0
20231208:0010,0.0,0.0,0.0,10.79,4.83,0.0
20231208:0110,0.0,0.0,0.0,11.13,4.9,0.0
20231208:0210,0.0,0.0,0.0,10.78,5.1,0.0
20231208:0310,0.0,0.0,0.0,10.77,4.0,0.0
20231208:0410,0.0,0.0,0.0,10.85,3.17,0.0
20231208:0510,0.0,0.0,0.0,10.82,2.9,0.0
20231208:0610,0.0,0.0,0.0,10.56,2.48,0.0
20231208:0710,0.0,0.0,0.0,10.4,2.41,0.0
20231208:0810,0.0,1.74,2.15,10.11,2.34,0.0
20231208:0910,51.1,75.8,10.76,10.62,2.41,0.0
20231208:1010,532.64,643.32,17.78,11.94,2.07,0.0
20231208:1110,524.1,630.28,22.69,12.97,2.97,0.0
20231208:1210,599.39,719.87,24.96,13.55,4.21,0.0
20231208:1310,614.9,737.29,24.32,13.76,4.69,0.0
20231208:1410,160.36,202.66,20.85,13.74,4.41,0.0
20231208:1510,45.69,70.15,14.96,13.44,3.59,0.0
20231208:1610,27.36,47.14,7.19,12.99,4.07,0.0
20231208:1710,0.0,0.0,0.0,12.58,4.48,0.0
20231208:1810,0.0,0.0,0.0,12.46,4.83,0.0
20231208:1910,0.0,0.0,0.0,12.54,5.03,0.0
20231208:2010,0.0,0.0,0.0,12.68,5.72,0.0
20231208:2110,0.0,0.0,0.0,12.74,6.0,0.0
20231208:2210,0.0,0.0,0.0,12.94,6.62,0.0
20231208:2310,0.0,0.0,0.0,13.14,7.31,0.0
20231209:0010,0.0,0.0,0.0,13.42,7.45,0.0
20231209:0110,0.0,0.0,0.0,13.5,7.38,0.0
20231209:0210,0.0,0.0,0.0,13.76,7.17,0.0
20231209:0310,0.0,0.0,0.0,14.07,7.03,0.0
20231209:0410,0.0,0.0,0.0,14.33,6.62,0.0
20231209:0510,0.0,0.0,0.0,14.69,6.07,0.0
20231209:0610,0.0,0.0,0.0,14.75,5.86,0.0
20231209:0710,0.0,0.0,0.0,15.02,5.79,0.0
20231209:0810,0.0,4.34,2.01,15.19,5.72,0.0
20231209:0910,65.31,94.05,10.62,15.28,5.45,0.0
20231209:1010,28.39,48.92,17.65,15.59,5.93,0.0
20231209:1110,73.62,104.31,22.56,15.69,7.1,0.0
20231209:1210,93.75,127.93,24.85,15.65,6.9,0.0
20231209:1310,54.34,81.23,24.24,15.69,6.83,0.0
20231209:1410,12.07,26.77,20.79,15.53,5.38,0.0
20231209:1510,92.71,126.23,14.92,15.45,4.21,0.0
20231209:1610,74.49,105.5,7.17,15.31,3.45,0.0
20231209:1710,0.0,0.0,0.0,15.12,2.69,0.0
20231209:1810,0.0,0.0,0.0,15.0,2.21,0.0
20231209:1910,0.0,0.0,0.0,15.03,2.83,0.0
20231209:2010,0.0,0.0,0.0,15.02,3.03,0.0
20231209:2110,0.0,0.0,0.0,15.07,3.38,0.0
20231209:2210,0.0,0.0,0.0,15.07,3.72,0.0
20231209:2310,0.0,0.0,0.0,15.13,4.0,0.0
20231210:0010,0.0,0.0,0.0,15.13,4.21,0.0
20231210:0110,0.0,0.0,0.0,15.19,4.55,0.0
20231210:0210,0.0,0.0,0.0,15.25,4.83,0.0
20231210:0310,0.0,0.0,0.0,15.29,5.03,0.0
20231210:0410,0.0,0.0,0.0,15.3,5.31,0.0
20231210:0510,0.0,0.0,0.0,15.29,5.52,0.0
20231210:0610,0.0,0.0,0.0,15.27,5.79,0.0
20231210:0710,0.0,0.0,0.0,15.41,6.48,0.0
20231210:0810,0.0,0.87,1.87,15.35,6.62,0.0
20231210:0910,72.62,102.61,10.48,15.28,6.83,0.0
20231210:1010,93.88,127.56,17.52,15.45,6.55,0.0
20231210:1110,47.53,72.92,22.44,15.66,6.76,0.0
20231210:1210,96.05,130.71,24.75,15.82,7.03,0.0
20231210:1310,57.36,84.92,24.16,15.84,7.1,0.0
20231210:1410,183.2,229.56,20.74,15.96,7.1,0.0
20231210:1510,106.41,141.82,14.89,15.8,7.03,0.0
20231210:1610,4.92,15.69,7.16,15.72,6.76,0.0
20231210:1710,0.0,0.0,0.0,15.29,6.34,0.0
20231210:1810,0.0,0.0,0.0,15.2,6.34,0.0
20231210:1910,0.0,0.0,0.0,15.3,6.76,0.0
20231210:2010,0.0,0.0,0.0,15.15,6.9,0.0
20231210:2110,0.0,0.0,0.0,15.16,6.9,0.0
20231210:2210,0.0,0.0,0.0,15.12,6.9,0.0
20231210:2310,0.0,0.0,0.0,14.93,6.34,0.0
20231211:0010,0.0,0.0,0.0,14.91,6.34,0.0
20231211:0110,0.0,0.0,0.0,14.86,5.86,0.0
20231211:0210,0.0,0.0,0.0,14.79,5.72,0.0
20231211:0310,0.0,0.0,0.0,14.76,5.72,0.0
20231211:0410,0.0,0.0,0.0,14.72,5.66,0.0
20231211:0510,0.0,0.0,0.0,14.61,5.66,0.0
20231211:0610,0.0,0.0,0.0,14.59,5.79,0.0
20231211:0710,0.0,0.0,0.0,14.78,5.93,0.0
20231211:0810,0.0,0.87,1.74,14.67,5.93,0.0
20231211:0910,17.38,34.15,10.35,14.65,5.93,0.0
20231211:1010,50.78,76.61,17.39,14.69,6.21,0.0
20231211:1110,38.02,60.92,22.33,14.68,6.83,0.0
20231211:1210,131.18,170.57,24.66,15.12,7.24,0.0
20231211:1310,83.13,115.38,24.09,15.4,7.59,0.0
20231211:1410,41.56,65.54,20.69,15.59,7.52,0.0
20231211:1510,13.34,28.61,14.87,15.64,7.03,0.0
20231211:1610,41.46,65.42,7.15,15.55,6.76,0.0
20231211:1710,0.0,0.0,0.0,15.27,6.55,0.0
20231211:1810,0.0,0.0,0.0,15.06,6.62,0.0
20231211:1910,0.0,0.0,0.0,15.03,6.69,0.0
20231211:2010,0.0,0.0,0.0,15.04,6.55,0.0
20231211:2110,0.0,0.0,0.0,14.97,6.41,0.0
20231211:2210,0.0,0.0,0.0,14.9,6.28,0.0
20231211:2310,0.0,0.0,0.0,14.86,6.0,0.0
20231212:0010,0.0,0.0,0.0,14.78,6.07,0.0
20231212:0110,0.0,0.0,0.0,14.67,5.93,0.0
20231212:0210,0.0,0.0,0.0,14.54,5.31,0.0
20231212:0310,0.0,0.0,0.0,14.55,4.76,0.0
20231212:0410,0.0,0.0,0.0,14.51,4.21,0.0
20231212:0510,0.0,0.0,0.0,14.1,4.07,0.0
20231212:0610,0.0,0.0,0.0,13.63,3.45,0.0
20231212:0710,0.0,0.0,0.0,13.02,2.21,0.0
20231212:0810,0.0,0.87,1.61,12.92,2.76,0.0
20231212:0910,8.49,21.23,10.23,12.88,3.24,0.0
20231212:1010,24.47,43.38,17.28,12.89,3.79,0.0
20231212:1110,32.39,53.54,22.23,13.0,4.21,0.0
20231212:1210,77.58,108.0,24.57,13.04,4.62,0.0
20231212:1310,102.48,136.94,24.02,13.29,4.83,0.0
20231212:1410,92.43,125.16,20.65,13.27,4.97,0.0
20231212:1510,59.32,86.43,14.85,13.38,3.86,0.0
20231212:1610,6.13,17.54,7.15,13.08,4.48,0.0
20231212:1710,0.0,0.0,0.0,12.3,4.48,0.0
20231212:1810,0.0,0.0,0.0,12.02,3.93,0.0
20231212:1910,0.0,0.0,0.0,11.56,4.21,0.0
20231212:2010,0.0,0.0,0.0,11.44,3.72,0.0
20231212:2110,0.0,0.0,0.0,11.09,4.0,0.0
20231212:2210,0.0,0.0,0.0,10.83,3.72,0.0
20231212:2310,0.0,0.0,0.0,10.89,3.52,0.0
20231213:0010,0.0,0.0,0.0,10.72,4.0,0.0
20231213:0110,0.0,0.0,0.0,10.31,4.76,0.0
20231213:0210,0.0,0.0,0.0,10.15,4.34,0.0
20231213:0310,0.0,0.0,0.0,10.08,4.07,0.0
20231213:0410,0.0,0.0,0.0,9.66,3.72,0.0
20231213:0510,0.0,0.0,0.0,9.22,3.72,0.0
20231213:0610,0.0,0.0,0.0,9.07,3.45,0.0
20231213:0710,0.0,0.0,0.0,9.34,3.52,0.0
20231213:0810,0.0,0.87,1.49,9.64,3.45,0.0
20231213:0910,286.57,343.83,10.11,9.98,3.59,0.0
20231213:1010,482.77,572.16,17.17,10.78,3.24,0.0
20231213:1110,68.72,96.92,22.13,11.18,3.59,0.0
20231213:1210,575.89,683.26,24.49,11.71,4.48,0.0
20231213:1310,679.17,810.96,23.96,11.9,4.69,0.0
20231213:1410,387.87,458.97,20.62,12.21,4.76,0.0
20231213:1510,117.58,152.48,14.84,11.96,4.83,0.0
20231213:1610,25.42,44.4,7.15,11.71,4.21,0.0
20231213:1710,0.0,0.0,0.0,11.16,3.66,0.0
20231213:1810,0.0,0.0,0.0,10.63,3.31,0.0
20231213:1910,0.0,0.0,0.0,10.2,3.31,0.0
20231213:2010,0.0,0.0,0.0,10.08,3.31,0.0
20231213:2110,0.0,0.0,0.0,9.78,2.97,0.0
20231213:2210,0.0,0.0,0.0,9.42,2.69,0.0
20231213:2310,0.0,0.0,0.0,9.02,2.41,0.0
20231214:0010,0.0,0.0,0.0,8.86,2.14,0.0
20231214:0110,0.0,0.0,0.0,8.49,2.0,0.0
20231214:0210,0.0,0.0,0.0,8.13,2.28,0.0
20231214:0310,0.0,0.0,0.0,8.14,2.48,0.0
20231214:0410,0.0,0.0,0.0,8.25,2.34,0.0
20231214:0510,0.0,0.0,0.0,8.23,2.14,0.0
